index,timestamp,width,height,frame_id,filename,angle,speed
1970-01-01 00:15:43.887,943887000000,1280,720,openmv_cam/camera__link,center/943887000000.jpg,0.0,0.0
1970-01-01 00:15:43.953,943953000000,1280,720,openmv_cam/camera__link,center/943953000000.jpg,0.0,0.0
1970-01-01 00:15:43.988,943988000000,1280,720,openmv_cam/camera__link,center/943988000000.jpg,0.0,0.0
1970-01-01 00:15:44.054,944054000000,1280,720,openmv_cam/camera__link,center/944054000000.jpg,0.0,0.0
1970-01-01 00:15:44.120,944120000000,1280,720,openmv_cam/camera__link,center/944120000000.jpg,0.0,0.0
1970-01-01 00:15:44.186,944186000000,1280,720,openmv_cam/camera__link,center/944186000000.jpg,0.0,0.0
1970-01-01 00:15:44.221,944221000000,1280,720,openmv_cam/camera__link,center/944221000000.jpg,0.0,0.0
1970-01-01 00:15:44.286,944286000000,1280,720,openmv_cam/camera__link,center/944286000000.jpg,0.0,0.0
1970-01-01 00:15:44.321,944321000000,1280,720,openmv_cam/camera__link,center/944321000000.jpg,0.0,0.0
1970-01-01 00:15:44.355,944355000000,1280,720,openmv_cam/camera__link,center/944355000000.jpg,0.0,0.0
1970-01-01 00:15:44.395,944395000000,1280,720,openmv_cam/camera__link,center/944395000000.jpg,0.0,0.0
1970-01-01 00:15:44.453,944453000000,1280,720,openmv_cam/camera__link,center/944453000000.jpg,0.0,0.0
1970-01-01 00:15:44.526,944526000000,1280,720,openmv_cam/camera__link,center/944526000000.jpg,0.0,0.0
1970-01-01 00:15:44.587,944587000000,1280,720,openmv_cam/camera__link,center/944587000000.jpg,0.0,0.0
1970-01-01 00:15:44.653,944653000000,1280,720,openmv_cam/camera__link,center/944653000000.jpg,0.0,0.0
1970-01-01 00:15:44.720,944720000000,1280,720,openmv_cam/camera__link,center/944720000000.jpg,0.0,0.0
1970-01-01 00:15:44.786,944786000000,1280,720,openmv_cam/camera__link,center/944786000000.jpg,0.0,0.0
1970-01-01 00:15:44.820,944820000000,1280,720,openmv_cam/camera__link,center/944820000000.jpg,0.0,0.0
1970-01-01 00:15:44.886,944886000000,1280,720,openmv_cam/camera__link,center/944886000000.jpg,0.0,0.0
1970-01-01 00:15:44.921,944921000000,1280,720,openmv_cam/camera__link,center/944921000000.jpg,0.0,0.0
1970-01-01 00:15:44.987,944987000000,1280,720,openmv_cam/camera__link,center/944987000000.jpg,0.0,0.0
1970-01-01 00:15:45.053,945053000000,1280,720,openmv_cam/camera__link,center/945053000000.jpg,0.0,0.0
1970-01-01 00:15:45.087,945087000000,1280,720,openmv_cam/camera__link,center/945087000000.jpg,0.0,0.0
1970-01-01 00:15:45.165,945165000000,1280,720,openmv_cam/camera__link,center/945165000000.jpg,0.0,0.0
1970-01-01 00:15:45.201,945201000000,1280,720,openmv_cam/camera__link,center/945201000000.jpg,0.0,0.0
1970-01-01 00:15:45.253,945253000000,1280,720,openmv_cam/camera__link,center/945253000000.jpg,0.0,0.0
1970-01-01 00:15:45.290,945290000000,1280,720,openmv_cam/camera__link,center/945290000000.jpg,0.0,0.0
1970-01-01 00:15:45.354,945354000000,1280,720,openmv_cam/camera__link,center/945354000000.jpg,0.0,0.0
1970-01-01 00:15:45.420,945420000000,1280,720,openmv_cam/camera__link,center/945420000000.jpg,0.0,0.0
1970-01-01 00:15:45.491,945491000000,1280,720,openmv_cam/camera__link,center/945491000000.jpg,0.0,0.0
1970-01-01 00:15:45.554,945554000000,1280,720,openmv_cam/camera__link,center/945554000000.jpg,0.0,0.0
1970-01-01 00:15:45.589,945589000000,1280,720,openmv_cam/camera__link,center/945589000000.jpg,0.0,0.0
1970-01-01 00:15:45.653,945653000000,1280,720,openmv_cam/camera__link,center/945653000000.jpg,0.0,0.0
1970-01-01 00:15:45.688,945688000000,1280,720,openmv_cam/camera__link,center/945688000000.jpg,0.0,0.0
1970-01-01 00:15:45.753,945753000000,1280,720,openmv_cam/camera__link,center/945753000000.jpg,0.0,0.0
1970-01-01 00:15:45.820,945820000000,1280,720,openmv_cam/camera__link,center/945820000000.jpg,0.0,0.0
1970-01-01 00:15:45.855,945855000000,1280,720,openmv_cam/camera__link,center/945855000000.jpg,0.0,0.0
1970-01-01 00:15:45.921,945921000000,1280,720,openmv_cam/camera__link,center/945921000000.jpg,0.0,0.0
1970-01-01 00:15:45.961,945961000000,1280,720,openmv_cam/camera__link,center/945961000000.jpg,0.0,0.0
1970-01-01 00:15:46.021,946021000000,1280,720,openmv_cam/camera__link,center/946021000000.jpg,0.0,0.0
1970-01-01 00:15:46.074,946074000000,1280,720,openmv_cam/camera__link,center/946074000000.jpg,0.0,0.0
1970-01-01 00:15:46.123,946123000000,1280,720,openmv_cam/camera__link,center/946123000000.jpg,0.0,0.0
1970-01-01 00:15:46.189,946189000000,1280,720,openmv_cam/camera__link,center/946189000000.jpg,0.0,0.0
1970-01-01 00:15:46.253,946253000000,1280,720,openmv_cam/camera__link,center/946253000000.jpg,0.0,0.0
1970-01-01 00:15:46.324,946324000000,1280,720,openmv_cam/camera__link,center/946324000000.jpg,0.0,0.0
1970-01-01 00:15:46.386,946386000000,1280,720,openmv_cam/camera__link,center/946386000000.jpg,0.0,0.0021848739007440934
1970-01-01 00:15:46.433,946433000000,1280,720,openmv_cam/camera__link,center/946433000000.jpg,0.0,0.010084033388049663
1970-01-01 00:15:46.486,946486000000,1280,720,openmv_cam/camera__link,center/946486000000.jpg,0.0,0.0189915962141602
1970-01-01 00:15:46.521,946521000000,1280,720,openmv_cam/camera__link,center/946521000000.jpg,0.0,0.051182794554900095
1970-01-01 00:15:46.586,946586000000,1280,720,openmv_cam/camera__link,center/946586000000.jpg,0.0,0.12095237828436352
1970-01-01 00:15:46.630,946630000000,1280,720,openmv_cam/camera__link,center/946630000000.jpg,0.0,0.16285714081355504
1970-01-01 00:15:46.666,946666000000,1280,720,openmv_cam/camera__link,center/946666000000.jpg,0.0,0.19714285561016628
1970-01-01 00:15:46.721,946721000000,1280,720,openmv_cam/camera__link,center/946721000000.jpg,0.0,0.24384615360162198
1970-01-01 00:15:46.811,946811000000,1280,720,openmv_cam/camera__link,center/946811000000.jpg,0.0,0.2879629684267221
1970-01-01 00:15:46.854,946854000000,1280,720,openmv_cam/camera__link,center/946854000000.jpg,0.0,0.2959259356613512
1970-01-01 00:15:46.921,946921000000,1280,720,openmv_cam/camera__link,center/946921000000.jpg,0.0,0.30000001192092896
1970-01-01 00:15:46.955,946955000000,1280,720,openmv_cam/camera__link,center/946955000000.jpg,0.0,0.30000001192092896
1970-01-01 00:15:47.021,947021000000,1280,720,openmv_cam/camera__link,center/947021000000.jpg,0.0,0.30000001192092896
1970-01-01 00:15:47.087,947087000000,1280,720,openmv_cam/camera__link,center/947087000000.jpg,0.0,0.30000001192092896
1970-01-01 00:15:47.121,947121000000,1280,720,openmv_cam/camera__link,center/947121000000.jpg,0.0,0.30000001192092896
1970-01-01 00:15:47.186,947186000000,1280,720,openmv_cam/camera__link,center/947186000000.jpg,0.0,0.30000001192092896
1970-01-01 00:15:47.225,947225000000,1280,720,openmv_cam/camera__link,center/947225000000.jpg,0.0,0.30000001192092896
1970-01-01 00:15:47.288,947288000000,1280,720,openmv_cam/camera__link,center/947288000000.jpg,0.0,0.30000001192092896
1970-01-01 00:15:47.322,947322000000,1280,720,openmv_cam/camera__link,center/947322000000.jpg,0.0,0.30000001192092896
1970-01-01 00:15:47.386,947386000000,1280,720,openmv_cam/camera__link,center/947386000000.jpg,0.0,0.30000001192092896
1970-01-01 00:15:47.420,947420000000,1280,720,openmv_cam/camera__link,center/947420000000.jpg,0.0,0.30000001192092896
1970-01-01 00:15:47.486,947486000000,1280,720,openmv_cam/camera__link,center/947486000000.jpg,0.0,0.30000001192092896
1970-01-01 00:15:47.520,947520000000,1280,720,openmv_cam/camera__link,center/947520000000.jpg,0.0,0.30000001192092896
1970-01-01 00:15:47.558,947558000000,1280,720,openmv_cam/camera__link,center/947558000000.jpg,0.0,0.30000001192092896
1970-01-01 00:15:47.603,947603000000,1280,720,openmv_cam/camera__link,center/947603000000.jpg,0.0,0.30000001192092896
1970-01-01 00:15:47.654,947654000000,1280,720,openmv_cam/camera__link,center/947654000000.jpg,0.0,0.30000001192092896
1970-01-01 00:15:47.720,947720000000,1280,720,openmv_cam/camera__link,center/947720000000.jpg,0.0,0.30000001192092896
1970-01-01 00:15:47.786,947786000000,1280,720,openmv_cam/camera__link,center/947786000000.jpg,0.0,0.30000001192092896
1970-01-01 00:15:47.824,947824000000,1280,720,openmv_cam/camera__link,center/947824000000.jpg,0.0,0.3152054919771952
